identifier,dc:identifier,dc:title,dc:creator,dc:description,dc:date,dc:subject,dc:source,dc:type1,dc:type2,dc:type,dc:format,dc:rights
oai:nwdh:mcl:oai:gallery.multcolib.org:1166,https://gallery.multcolib.org/node/1166,Central Library first floor lobby columns,,"Single Doric columns support the ceiling of Central Library's first floor lobby, framing the main staircase. The floor of the lobby is checkered vinyl tile. Freestanding shelves holding circulating paperbacks can be seen on the left. Transcribed from back of photo: 'Portland. Public Lib of Mult. Co. Central Bldg. May 1978. Interior of First Floor Lobby, looking west tow [towards] main staircase. Popular Library on left, public meeting rooms and toilets and the Children's Library to the right. Copy of orig. neg. filed w/Alfred Staehli Arch., Portland'. Stamped on back of photo: 'OREGON HISTORICAL SOCIETY. PORTLAND, OREGON 97205. NEG. NO. 56792'.; ||",1970-1979,"Portland, Oregon; Columns, Doric; Staircases; Lobbies (Rooms); Library shelving; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1167,https://gallery.multcolib.org/node/1167,Second floor lobby and information desk,,"The original second floor lobby of Central Library is shown bathed in daylight coming from the round skylight above. There are large card catalogs on either side of an information desk, upon which are a vase of flowers, lamps, and what appears to be a candlestick telephone. A second desk and several Windsor chairs stand behind the information desk. There are doors separating the lobby from the rooms along the east side of the library. Behind the desk in an alcove is a replica of the Lemnian Athena. In the foreground are the staircases leading to the first and third floors, and the second-floor bannister surrounding the stairwell. Arches supported by Corinthian columns ring the lobby, and original light fixtures can be seen hanging in the colonnaded porticoes. Transcribed from back of photo: 'Mult. Co. Library. [Mc Math Collection] 2nd floor Lobby'.; ||",1910-1919,"Portland, Oregon; Card catalogs; Athena (Greek deity); Statues; Library information desks; Columns, Corinthian; Lobbies (Rooms); Staircases; Decoration and ornament, Architectural; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1168,https://gallery.multcolib.org/node/1168,Second floor lobby construction,,"This photo, looking toward the stairway in the second floor lobby, was taken during construction in the Central Library. The empty lobby area looks virtually finished except for the floor, where a few construction materials and a toolbox are scattered around. This photo shows the staircase extending to the third floor, the arches and columns in the lobby, and a portion of the ceiling and molding.; ||",1910-1919,"Portland, Oregon; Public libraries--Design and construction; Electric light fixtures; Staircases; Wooden doors; Library architecture; Lobbies (Rooms); ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1169,https://gallery.multcolib.org/node/1169,"Central Library, second floor north",,"This view of the large room on the north side of the second floor of the Central Library shows construction work underway. Three sawhorses are visible in the photo. A bucket is sitting on one and at another a man is working. A few scraps of building material and some rags, or perhaps wrinkled paper, are scattered on the floor. The floor looks unfinished, but otherwise the room appears to be ready for use, except for the empty shelves lining all of the walls and the lack of chairs at the long dark wood library tables. A prominent feature of this room is the high arched windows. The ceiling design features ornate woodwork and electric light fixtures. When Central Library opened in 1913, this room was the Reference Room. It later became the Science and Business Room.; ||",1910-1919,"Portland, Oregon; Public libraries--Design and construction; Library shelving; Tables; Sawhorses; Electric light fixtures; Windows; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1170,https://gallery.multcolib.org/node/1170,Technical Room at night,,"This photo shows the Technical Room (now Government Documents) on the second floor of Central Library. It was taken at night facing north, and the mezzanine level can be seen on the left. Long reading tables with chairs stand in a row down the center of the room, which is dimly lit by overhead pendant lamps. The floors are cork tiles. Transcribed from back of photo: 'July 1939. Central'.; ||",1930-1939,"Portland, Oregon; Books; Chairs; Electric light fixtures; Library shelving; Reading rooms; Tables; Library buildings--Lighting; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC-RUU/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1171,https://gallery.multcolib.org/node/1171,New lights for the Technical Room,,"This photo shows the Technical Room (now Government Documents) on the second floor of Central Library after installation of new hanging lights. It was taken at night facing north, and the mezzanine level can be seen on the left. Long reading tables with chairs stand in a row down the center of the room, which has a cork tile floor. Transcribed from back of photo: '12 KW was 2 KW. Now 22 foot candles on floor. 30 foot candles on balcony - was nil. July 1939. Central - Periodicals'.; ||",1930-1939,"Portland, Oregon; Books; Library shelving; Chairs; Electric light fixtures; Reading rooms; Tables; Library buildings--Lighting; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC-RUU/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1172,https://gallery.multcolib.org/node/1172,Library patrons using card catalog,"Lamvik, Mike",Central Library patrons use the card catalog located on the south side of the second floor lobby. The photograph was taken from the landing between the second and third floors. Transcribed from back of photo: 'Public Catalog. Mr. Burghardt noticed student taking picture and asked for a print of it. Credit to if published. Photo by Mike Lamvik. Mar 10 1966. 1925 NE 53rd.'; ||,1960-1969,"Portland, Oregon; Card catalogs; Library users; Staircases; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC-RUU/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1173,https://gallery.multcolib.org/node/1173,Central Library stairwell,"Ingram, D. Deane","A view from one of the marble stairwell landings between the second and third floors at Central Library, capturing part of the second floor lobby and the railing of the Collins Gallery on the third floor. In the second floor lobby a card catalog can be seen just to the left of what is labeled as the Science and Business room (later the Periodicals room). This doorway was moved a few feet to the right to accommodate the card catalog, but it has since been moved back to its original position. Computer terminals in carrels are also visible in the second floor lobby. Columns can be seen on both the second and third floors. Mounted on the wall of the stairwell are the drawings of library patrons done by Howard Sewall (now hanging outside the Sterling Room for Writers on the second floor).; ||",1990-1999,"Portland, Oregon; Staircases; Library architecture; Hand-railing; Card catalogs; Public access computers in libraries; Columns, Doric; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1174,https://gallery.multcolib.org/node/1174,"John Wilson Room, Central Library",,"A photo of the John Wilson Room when it was located on the second floor of Central Library. This room houses rare books and other special collections of Multnomah County Library. Glass door bookcases hold various manuscripts, photos, figurines, and other display items. Two small card catalogs sit on top of a small bookcase behind a reading table and chairs. The plaque to the left of the window acknowledges three individuals whose gifts made the room possible (Henry F. Cabell, Aubrey R. Watzek, and Nell A. Unger). Transcribed from back of photo: 'John Wilson Room - 1992.'; ||",1990-1999,"Portland, Oregon; Tables; Upholstered furniture; Library shelving; Rare books--Library resources; Plaques, plaquettes; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1175,https://gallery.multcolib.org/node/1175,Library patrons using the catalog in the 1910s,,"Patrons use the card catalogs located in the second floor lobby at Central Library, while a staff member assists a patron at the Information Desk. A replica of the Lemnian Athena statue stands in a recess in the wall between the card catalogs. There are two candlestick telephones located at the Information Desk. Transcribed from back of photo: 'Info Desk, Central. 1913? Copy made - April 1949. Copy by Ransford Commercial Studio  Portland, Oregon'.; ||",1910-1919,"Portland, Oregon; Card catalogs; Library users; Sculpture, Greek; Athena (Greek deity); Public libraries--Employees; Public librarians; Public libraries--Reference services; Library information desks; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
